,index,PY,UT_id,authors,citation_objects,content,date,dtype,duplicated,first_author,fulltext,id,journal_id,rated,relevant,scopus,source,tilength,title,uploaded,uploader_id,url,wos,ymentions
228,287,2015,WOS:000357143600006,,False,"A low-cost high-precision constant-temperature mini chamber based on the natural convection principle is presented in this paper. The chamber is assembled using hollow acrylic walls whose sizes are tailored according to the required space. A thin layer of vacuum insulation plate (VIP) with an ultralow thermal conductivity coefficient is adhered around the inner walls so as to prevent heat exchange with room air. A high-precision temperature sensor measuring the temperature near the instrument's measuring point provides a feedback signal to a proportional integral derivative (PID) controller. Thermoelectric coolers uniformly arranged on the ceiling of the chamber are used to cool the air inside the chamber directly without any air supply system, yielding a vibration-free cooling system. A programmable power supply is used as the driver for the coolers to generate different cooling capacities. In practice, the down-flowing cool air and the up-flowing hot air form a natural convection, and the air temperature in the chamber gradually becomes stable and finally reaches the temperature set by the PID controller. Experimental results show that the system's steady-state error is 0.0043 degrees C on average, and the variation range is less than +/- 0.02 degrees C when the set temperature is 20 degrees C, which is much better than the requirement of a Class I standard room. This innovative low-cost, vibration-free, and low-energy-consumption temperature-controlled chamber can be used in micro/nanomeasurement or manufacturing applications and its volume can be custom-designed for any equipment.",,,False,,,808499,,2018-06-12 11:13:44.955462+00:00,0,False,,,Development of a Low-Cost and Vibration-Free Constant-Temperature Chamber for Precision Measurement,False,,,True,
229,288,2014,WOS:000338635600091,,False,"In this study, mobile phones, wearable devices, temperature and human motion detectors are integrated as smart sensors for enabling smart air conditioning control. Smart sensors obtain feedback, especially occupants' information, from mobile phones and wearable devices placed on human body. The information can be used to adjust air conditioners in advance according to humans' intentions, in so-called intention causing control. Experimental results show that the indoor temperature can be controlled accurately with errors of less than +/- 0.1 degrees C. Rapid cool down can be achieved within 2 min to the optimized indoor capacity after occupants enter a room. It's also noted that within two-hour operation the total compressor output of the smart air conditioner is 48.4% less than that of the one using On-Off control. The smart air conditioner with wearable devices could detect the human temperature and activity during sleep to determine the sleeping state and adjusting the sleeping function flexibly. The sleeping function optimized by the smart air conditioner with wearable devices could reduce the energy consumption up to 46.9% and keep the human health. The presented smart air conditioner could provide a comfortable environment and achieve the goals of energy conservation and environmental protection.",,,False,,,808500,,2018-06-13 15:47:09.497283+00:00,0,False,,,Smart Sensors Enable Smart Air Conditioning Control,False,,,True,
230,289,2016,WOS:000382777400004,,False,"In this paper, we propose a cyber-physical signage interacting framework for the interaction between digital signage and mobile users using smart handheld devices, such as smartphones and tablets. The proposed framework can provide diverse multimedia/feedback services to mobile users interacting with digital signage through face detection, classification, and recognition techniques based on mobile cloud computing. Mobile users only need to click and drag the interested service over the face of advertising celebrities/endorsers displayed on digital signage and can obtain supplementary multimedia information or feedback related comments. Using the intuitive way of gesture-based operations, mobile users can directly interact with digital signage through their handheld devices. Our framework reveals an innovative human machine interface for signage interacting between digital signage and mobile users. In addition, we integrate our framework with a face cache mechanism that can make the interaction delay as small as possible for popular signage. Furthermore, an Android-based signage interacting system is implemented to verify the feasibility and superiority of our framework. Experimental results show that our approach outperforms the existing methods and can significantly reduce the average consumption time of obtaining interested multimedia contents from digital signage.",,,False,,,808502,,2018-06-12 11:13:52.656242+00:00,0,False,,,Cyber-Physical Signage Interacting With Gesture-Based Human-Machine Interfaces Through Mobile Cloud Computing,False,,,True,
231,291,2014,WOS:000348015800023,,False,"In mobile devices, multiple applications contend for limited resources in the underlying embedded system framework. Application resource requirements in mobile systems vary by computation needs, energy consumption and user interaction frequency. Quality of service (QoS) is the predominant metric of choice to manage resources among contending applications. Resource allocation policies to support static QoS for applications do not reflect the changing demands of the user in contemporary network on chip (NoC) based embedded architectures. User satisfaction with the user interactions and user interface design ought to be the primary design driver. Some recent research has integrated a saturating, non-linear user satisfaction function in the application thread scheduler. The application and operating system level user satisfaction research assumes that the throughput of inter-thread edges is limited only by the computational constraints of the nodes. With NoC, however, NoC resource allocation policies play an important role in determining the inter-thread communication flow's throughput and the resulting application level user satisfaction. In this paper, we filter down the user satisfaction from an application layer attribute to a router level attribute to improve the resource and energy utilization for routing in order to leverage the user satisfaction at the application and system level. We demonstrate that this technique improves the user satisfaction of audio (MP3) application by 10% while maintaining the user satisfaction of video (MPEG-2) application. Experiments also show that a fixed energy source can be extended for an average of 18% of the time using the NoC user satisfaction based energy optimization proposed in this research. (C) 2014 Elsevier Ltd. All rights reserved.",,,False,,,808506,,2018-06-13 15:47:28.765436+00:00,0,False,,,User satisfaction aware routing and energy modeling of polymorphic network on chip architecture,False,,,True,
232,292,2015,WOS:000360403700001,,False,"A way to make people save energy is by informing them that ""comparable others"" save more. We investigated whether, one can further improve this nudge by manipulating Who the ""comparable others"" are. We asked participants to imagine receiving feedback stating that their energy consumption exceeded that of ""comparable others"" by 10%. We varied Who the ""comparable others"" were in a 2 x 2 design: they were a household that was located either in the same neighborhood as themselves or in a different neighborhood, and its members were either identified (by names and a photograph) or unidentified. We also included two control conditions: one where no feedback was provided, and one where only statistical feedback was provided (feedback about an average household). We found that it matters Who the ""comparable others"" are. The most effective feedback was when the referent household was from the same neighborhood as the individual's and its members were not identified.",,,False,,,808507,,2018-06-12 11:14:56.851262+00:00,1,False,,,To make people save energy tell them what others do but also who they are: a preliminary study,False,,,True,
233,293,2016,WOS:000371191500004,,False,"Demand response (DR) for smart grids, which intends to balance the required power demand with the available supply resources, has been gaining widespread attention. The growing demand for electricity has presented new opportunities for residential load scheduling systems to improve energy consumption by shifting or curtailing the demand required with respect to price change or emergency cases. In this paper, a dynamic residential load scheduling system (DRIS) is proposed for optimal scheduling of household appliances on the basis of an adaptive consumption level (CL) pricing scheme (ACLPS). The proposed load scheduling system encourages customers to manage their energy consumption within the allowable consumption allowance (CA) of the proposed DR pricing scheme to achieve lower energy bills. Simulation results show that employing the proposed DRLS system benefits the customers by reducing their energy bill and the utility companies by decreasing the peak load of the aggregated load demand. For a given case study, the proposed residential load scheduling system based on ACLPS allows customers to reduce their energy bills by up to 53% and to decrease the peak load by up to 35%. (C) 2015 Elsevier B.V. All Tights reserved.",,,False,,,808510,,2018-06-13 15:48:14.095113+00:00,0,False,,,Dynamic residential load scheduling based on adaptive consumption level pricing scheme,False,,,True,
234,294,2015,WOS:000360322000007,,False,"We synthesized the Eu(TTA)(3)Phen complex and present herein a detailed study of its photophysics. The investigations encompass samples dispersed in poly(vinyl alcohol) and in ethanol in order to explore the versatile applicability of these lanthanide-based materials. Details upon the interaction between Eu, TTA, and the Phen ligands are revealed by Fourier transform infrared and UV visible absorption, complemented by steady state and temporally resolved emission studies, which provide evidence of an efficient energy transfer from the organic ligands to the central Eu3+ ion. The material produces efficient emission even under sunlight exposure, a feature pointing toward suitability for luminescent solar concentrators and UV light sensing, which is demonstrated for intensities as low as 200 nW/cm(2). The paper further promotes the complex's capability to be used as luminescence-based temperature sensor demonstrated by the considerable emission intensity changes of,similar to 4.0% per K in the temperature range of 50-305 K and similar to 7% per K in the temeperature range 305-340 K. Finally, increasing the optical excitation causes both spontaneous emission amplification and emission peak narrowing in the Eu(TTA)3Phen complex dispersed in poly(vinyl alcohol) - features indicative of stimulated emission. These findings in conjunction with the fairly large stimulated emission cross-section of 4.29 X 10(-20) cm(2) demonstrate that the Eu(TTA)(3)Phen complex dispersed in poly(vinyl alcohol) could be a very promising material choice for lanthanide-polymer based laser architectures.",,,False,,,808516,,2018-06-12 11:15:04.741681+00:00,0,False,,,"Revelation of the Technological Versatility of the Eu(TTA)(3)Phen Complex by Demonstrating Energy Harvesting, Ultraviolet Light Detection, Temperature Sensing, and Laser Applications",False,,,True,
235,296,2015,WOS:000362959700017,,False,"Demand response (DR) is an integral part of the Smart Grid paradigm, and has become the focus of growing research, development, and deployment in residential, commercial and industrial systems over the last few years. In process systems, energy demand management through production scheduling is an increasingly important tool that has the potential to provide significant economic and operational benefits by promoting the responsiveness of the process operation and its interactions with the utility providers. However, the dynamic behavior of the underlying process, especially during process transitions, is seldom taken into account as part of the DR problem formulation. Furthermore, the incorporation of energy constraints related to electricity pricing and energy resource availability presents an additional challenge. The goal of this study is to present a novel optimization formulation for energy demand management in process systems that accounts explicitly for transition behaviors and costs, subject to time-sensitive electricity prices and uncertainties in renewable energy resources. The proposed formulation brings together production scheduling and closed-loop control, and is realized through a real-time or receding-horizon optimization framework depending on the underlying operational scenarios. The dynamic formulation is cast as a mixed-integer nonlinear programming problem based on a proposed discretization approach, and its merits are demonstrated using a simulated continuous stirred tank reactor where the energy required is assumed to be roughly proportional to the material flow. (c) 2015 American Institute of Chemical Engineers AIChE J, 61: 3756-3769, 2015",,,False,,,808522,,2018-06-13 15:49:34.514102+00:00,0,False,,,Energy demand management for process systems through production scheduling and control,False,,,True,
236,297,2015,WOS:000367105000041,,False,"Central jetted active galactic nuclei (AGNs) appear to heat the core regions of the intracluster medium (ICM) in cooling-core galaxy clusters and groups, thereby preventing a cooling catastrophe. However, the physical mechanism(s) by which the directed flow of kinetic energy is thermalized throughout the ICM core remains unclear. We examine one widely discussed mechanism whereby the AGN induces subsonic turbulence in the ambient medium, the dissipation of which provides the ICM heat source. Through controlled inviscid three-dimensional hydrodynamic simulations, we verify that explosive AGN-like events can launch gravity waves (g-modes) into the ambient ICM, which in turn decays to volume-filling turbulence. In our model, however, this process is found to be inefficient, with less than 1% of the energy injected by the AGN activity actually ending up in the turbulence of the ambient ICM. This efficiency is an order of magnitude or more too small to explain the observations of AGN-feedback in galaxy clusters and groups with short central cooling times. Atmospheres in which the g-modes are strongly trapped/confined have an even lower efficiency since, in these models, the excitation of turbulence relies on the g-modes' ability to escape from the center of the cluster into the bulk ICM. Our results suggest that, if AGN-induced turbulence is indeed the mechanism by which the AGN heats the ICM core, its driving may rely on physics beyond that captured in our ideal hydrodynamic model.",,,False,,,808524,,2018-06-12 11:15:12.860228+00:00,0,False,,,INEFFICIENT DRIVING OF BULK TURBULENCE BY ACTIVE GALACTIC NUCLEI IN A HYDRODYNAMIC MODEL OF THE INTRACLUSTER MEDIUM,False,,,True,
237,298,2014,WOS:000341769100004,,False,"Are Queensland residents willing and able to respond to varying electricity prices to reduce demand in peak times? To answer this, Energex and Ergon Energy conducted one of the largest tariff trials in Australia. The trial investigated time of use, dynamic peak pricing and load capacity tariffs across three climatic regions. This article presents empirical and participant survey results from the 27-month trial. Results show participants across all regions achieved approximately a 19 per cent reduction in consumption during peak times on event days. Trial findings shed light on and challenge some long-held views regarding pricing structures.",,,False,,,808525,,2018-06-13 15:50:08.124503+00:00,1,False,,,Are Queensland Residents Willing and Able to Respond to Time-Varying Electricity Prices?,False,,,True,
238,299,2015,WOS:000350084000028,,False,"Dynamic pricing of electricity is receiving growing attention as a key enabler of the smart grid and a solution for promoting grid resilience to increasing penetration of renewable sources. Despite various dynamic pricing programs are contemplated and actively implemented by utilities in many developed economies, corporate decision makers are not aware of the extent to which their businesses can adapt to the programs and its associated risks and opportunities. This study investigates the demand response of commercial and industrial businesses to the Korean critical peak pricing pilot which was implemented in the winter of 2013. The demand responses of 802 businesses covering 34 commercial and industrial categories are evaluated and characterized by constructing their individual baseline loads. The results resoundingly confirm substantial differences in demand response across and within the segments, with the magnitude of response closely correlated with the firms' expenditure shares of electricity. It is thus suggested that conventional business classification is not sufficient enough to characterize firms' demand response to dynamic pricing plans, calling for firm-level, data-based approaches to consumer segmentation and electricity services. This study also identifies two important types of response behavior to which due attention has not been paid: shortterm learning effect - that is, the demand responsiveness increasing with CPP event experiences and - seemingly inefficient behavior of preparatory and recovering reductions in off-peak hours neighboring critical peak hours. (C) 2014 Elsevier Ltd. All rights reserved.",,,False,,,808527,,2018-07-06 15:37:20.051965+00:00,0,False,,,Demand responses of Korean commercial and industrial businesses to critical peak pricing of electricity,False,,,True,
239,300,2014,WOS:000340292700005,,False,"Distributed generation, despite not being a new concept, is assuming a leading role in the field of energy conversion, as it should contribute to the enhancement of efficiency, flexibility, and reliability of national energy systems. However, it also noted that the effective performances of small and flexible power plants is critically influenced by their actual control strategy. Moreover, it is not trivial to identify a univocal parameter to evaluate the plant performance. For instance, cost evaluation clearly responds to an industrial view of the energy supply problem, while energy consumption or polluting emissions comply with a socio economic approach. In this scenario, the optimization of the plant management is a valuable instrument to gain insight on their behavior as the control strategy is varied, as well as to promote the distributed generation development, by maximizing the plants performances. In this paper, we further develop a graph based optimization methodology to optimize the set-point of an internal combustion engine based plant used to satisfy a hospital energy load, under different seasonal load conditions (winter, summer, and transitional seasons) and energy prices. Specifically, in order to dissect the effects of the objective function selection, two different optimization criteria are considered, namely economical optimization and primary energy consumption minimization. In particular, we focus on the features of the prime mover (i.e., the internal combustion engine) control strategy and on its drivers, as a function of the prescribed objective function. Results demonstrate that in the actual Italian energy market, cost minimization does not match primary energy consumption minimization, because the latter is only influenced by energy demand time series, and equipments performance, while the former is fundamentally driven by the electricity prices time series.",,,False,,,808529,,2018-07-09 10:04:49.520814+00:00,0,False,,,Comparing Energy and Cost Optimization in Distributed Energy Systems Management,False,,,True,
240,301,2016,WOS:000371942000016,,False,"A number of studies have estimated how much energy conservation is achieved by providing households with real-time information on energy use via in-home displays. However, none of these studies tell us why real-time information changes energy-use behavior. We explore the causal mechanisms through which real-time information affects energy consumption by conducting a randomized-control trial with residential households. The experiment attempts to disentangle two competing mechanisms: (i) learning about the energy consumption of various activities, the ""learning effect"", versus (ii) having a constant reminder of energy use, the ""saliency effect"". We have two main results. First, we find a statistically significant treatment effect from receiving real-time information. Second, we find that learning plays a more prominent role than saliency in driving energy conservation. Our findings support the use of energy conservation programs that target consumer knowledge regarding the energy use of different devices and activities. (C) 2015 Elsevier B.V. All rights reserved.",,,False,,,808530,,2018-06-12 11:15:35.954922+00:00,1,False,,,Why does real-time information reduce energy consumption?,False,,,True,
241,302,2015,WOS:000363204300003,,False,"The smart grid has become important in energy discussions. Inspired by science and technology studies (STS), this article compares four smart grid demonstration projects that engage households in Norway, where much activity has been triggered by a mandatory roll-out of smart electricity meters by 2019. We ask how local actors across different sectors interpret the potential of smart electricity meters, and how different understandings lead to diverging innovation strategies. The result is four case studies illustrating how smart grid set-ups are constructed, and how new smart technologies are socialized into pre-existing localities or not. The four case studies highlight: (1) a constellation of healthcare and the electricity industry, resulting in a focus on simplicity and welfare. (2) A merger between the construction industry and the electricity industry, exploring how passive houses, PV-systems and smart technology influence collective practices. (3) How local authorities, research and industry interpreted smart grids differently, resulting in a focus on greening, grid optimization and user flexibility. (4) How organizational and disciplinary conflicts led to alienation from the smart grid concept, hindering socialization. This diversity within a small country suggests that smart grids should be treated as situated technology rather than a catch-all silver bullet.",,,False,,,808532,,2018-06-13 15:51:46.540102+00:00,0,False,,,Embedding smart energy technology in built environments: A comparative study of four smart grid demonstration projects,False,,,True,
242,303,2016,WOS:000381317000003,,False,"Purpose - The majority of research on energy feedback has been conducted in residential households; in this study, the authors aim to examine the effectiveness of similar initiatives in a college environment. The our goal was to see how much additional electricity savings could be induced using feedback beyond average savings achieved by goal-setting and to provide students information on how to conserve. Design/methodology/approach - All participants set goals related to personal environmental behavior and received electricity-saving tips. Half of the participants were exposed to real-time, group-level, ambient and direct feedback of electric use for their dormitory floor through an iPad display. The control group received no feedback. Findings - The group that received the real-time feedback reduced its consumption, whereas the control group did not. The feedback group's change in consumption was significantly greater than the control group's. The results are discussed in the context of injunctive norms, reminders, ambient feedback and numerical feedback, as well as the theory of planned behavior. Research limitations/implications - Further research could test for long-term effects, whether the interventions applied in this study would be effective in other university contexts and whether the interventions would influence other environmental habits apart from electricity consumption on campuses. Originality/value - This is one of the first energy feedback studies to demonstrate the effectiveness of group-level data, let alone specifically in a college dormitory and has implications for influencing conservation behavior of residential college students worldwide.",,,False,,,808534,,2018-06-12 11:15:50.558027+00:00,1,False,,,The value of adding ambient energy feedback to conservation tips and goal-setting in a dormitory,False,,,True,
243,304,2014,WOS:000337155400033,,False,"Demand response (DR), which is the action voluntarily taken by a consumer to adjust amount or timing of its energy consumption, has an important role in improving energy efficiency. With DR, we can shift electrical load from peak demand time to other periods based on changes in price signal. At residential level, automated energy management systems (EMS) have been developed to assist users in responding to price changes in dynamic pricing systems. In this paper, a new intelligent EMS (iEMS) in a smart house is presented. It consists of two parts: a fuzzy subsystem and an intelligent lookup table. The fuzzy subsystem is based on its fuzzy rules and inputs that produce the proper output for the intelligent lookup table. The second part, whose core is a new model of an associative neural network, is able to map inputs to desired outputs. The structure of the associative neural network is presented and discussed. The intelligent lookup table takes three types of inputs that come from the fuzzy subsystem, outside sensors, and feedback outputs. Whatever is trained in this lookup table are different scenarios in different conditions. This system is able to find the best energy-efficiency scenario in different situations.",,,False,,,808535,,2018-06-13 15:52:42.583434+00:00,0,False,,,A New Intelligent Neuro-Fuzzy Paradigm for Energy-Efficient Homes,False,,,True,
244,305,2016,WOS:000369190600030,,False,"This study assessed the impact of (Photo-Voltaic) PV battery systems on peak demand and energy consumption, and thus bill savings across households under two existing and nine potential electricity tariffs. Using case studies of old and new houses, we found an installation of 5.5 kW PV reduced the peak demand of the old houses from the grid by 16.5%, 14.9% and 10.9% respectively in Townsville, Sydney and Melbourne, Australia respectively. The corresponding decreased in its annual electricity consumption from the grid were 84%, 82% and 163%. The peak demand reduction of the new houses were less than that of the old houses, whilst the annual electricity consumption reductions were larger. Adding 16 kWh battery storage more than doubled the peak demand reduction in Townsville and Melbourne. We also found that, with PV alone, households on tariff of flat rate retail energy and network capacity charge had the greatest bill savings for both houses in the three cities. With adoption of PV battery systems, the greatest savings occurred at the households on tariff of critical peak pricing retail energy and network capacity charge. This information is useful for cost-effective use of renewable energy in residential buildings. (C) 2015 Elsevier Ltd. All rights reserved.",,,False,,,808536,,2018-06-12 11:16:11.032153+00:00,0,False,,,Modelling impact of PV battery systems on energy consumption and bill savings of Australian houses under alternative tariff structures,False,,,True,
245,306,2015,WOS:000359809000012,,False,"The dynamic, chaotic, intimate and social nature of family life presents many challenges when designing interactive systems in the household space. This paper presents findings from a whole-of-family approach to studying the use of an energy awareness and management system called ""Ecosphere"". Using a novel methodology of inviting 12 families to create their own self-authored videos documenting their energy use, we report on the family dynamics and nuances of family life that shape and affect this use. Our findings suggest that the momentum of existing family dynamics in many cases obstructs behaviour change and renders some family members unaware of energy consumption despite the presence of an energy monitor display in the house. The implication for eco-feedback design is that it needs to recognise and respond to the kinds of family relations into which the system is embedded. In response, we suggest alternative ways of sharing energy-related information among families and incentivising engagement among teenagers.",,,False,,,808537,,2018-06-22 09:14:43.824562+00:00,0,False,,,When an eco-feedback system joins the family,False,,,True,
246,307,2015,WOS:000355670300009,,False,"Urban transportation is an important factor in energy consumption and pollution, and is of increasing concern due to its complexity and economic significance. Its importance will only increase as urbanization continues around the world. In this article, we explore drivers' refueling behavior in urban areas. Compared to questionnaire-based methods of the past, we propose a complete data-driven system that pushes towards real-time sensing of individual refueling behavior and citywide petrol consumption. Our system provides the following: detection of individual refueling events (REs) from which refueling preference can be analyzed; estimates of gas station wait times from which recommendations can be made; an indication of overall fuel demand from which macroscale economic decisions can be made, and a spatial, temporal, and economic view of urban refueling characteristics. For individual behavior, we use reported trajectories from a fleet of GPS-equipped taxicabs to detect gas station visits. For time spent estimates, to solve the sparsity issue along time and stations, we propose context-aware tensor factorization (CATF), a factorization model that considers a variety of contextual factors (e.g., price, brand, and weather condition) that affect consumers' refueling decision. For fuel demand estimates, we apply a queue model to calculate the overall visits based on the time spent inside the station. We evaluated our system on large-scale and real-world datasets, which contain 4-month trajectories of 32,476 taxicabs, 689 gas stations, and the self-reported refueling details of 8,326 online users. The results show that our system can determine REs with an accuracy of more than 90%, estimate time spent with less than 2 minutes of error, and measure overall visits in the same order of magnitude with the records in the field study.",,,False,,,808538,,2018-06-21 20:26:52.823063+00:00,0,False,,,Sensing the Pulse of Urban Refueling Behavior: A Perspective from Taxi Mobility,False,,,True,
247,309,2016,WOS:000372116400005,,False,"We empirically examine the asset pricing implications of the Beckerian framework of household production, where utility is derived from both market consumption and home produced goods. We propose residential electricity usage as a real-time proxy for the service flow from household capital, because electricity is used in most modern-day household production activities and it cannot be easily stored. Using U.S. residential electricity usage from 1955 to 2012, our model based on household production explains the equity premium and the cross section of expected stock returns (including those of industry portfolios) with an R-2 of 71%.",,,False,,,808541,,2018-07-06 15:59:05.386039+00:00,0,False,,,Household Production and Asset Prices,False,,,True,
248,310,2016,WOS:000370646300014,,False,"Smart grid is ever-increasingly adopted by nations and governments for its grand development with the underlying technologies of power management and information communications. The real-time electricity usage can be monitored and aggregated by the smart meters deployed in the household for further analysis, control, and pricing. However, the existing solutions mainly depend on Paillier's additive homomorphic encryptions taking high computational complexity, and the aggregation mainly focused on the time series data generated by one single user. In this paper, we propose an efficient privacy-preserving temporal and spacial data aggregation from one-way functions in smart grid communications, which also allows spacial data aggregation from multiple users. The proposed construction can guarantee the unconditional security of users' metering power data privacy from the community gateway and the operation center, and the Adaptive Chosen Ciphertext Attack (CCA2) security of the aggregation result that can only be accessed by the authorized operating center. Both temporal and spacial data aggregation only require computing the underlying one-way function once. The formal security proof and performance evaluations demonstrate the efficiency and the practicability of our scheme. Copyright (c) 2015 John Wiley & Sons, Ltd.",,,False,,,808543,,2018-07-09 11:25:43.227000+00:00,0,False,,,Efficient privacy-preserving temporal and spacial data aggregation for smart grid communications,False,,,True,
249,311,2014,WOS:000336017800001,,False,"Urban areas have great potential for photovoltaic (PV) generation, however, direct PV power injection has limitations for high level PV penetration. It induces additional regulations in grid power balancing because of lacking abilities of responding to grid issues such as reducing grid peak consumption or avoiding undesired injections. The smart grid implementation, which is designed to meet these requirements, is facilitated by microgrids development. This paper presents a DC microgrid (PV array, storage, power grid connection, DC load) with multi-layer supervision control which handles instantaneous power balancing following the power flow optimization while providing interface for smart grid communication. The optimization takes into account forecast of PV power production and load power demand, while satisfying constraints such as storage capability, grid power limitations, grid time-of-use pricing and grid peak hour. Optimization, whose efficiency is related to the prediction accuracy, is carried out by mixed integer linear programming. Experimental results show that the proposed microgrid structure is able to control the power flow at near optimum cost and ensures self-correcting capability. It can respond to issues of performing peak shaving, avoiding undesired injection, and making full use of locally produced energy with respect to rigid element constraints. (C) 2014 Elsevier Ltd. All rights reserved.",,,False,,,808544,,2018-06-13 15:53:15.357404+00:00,0,False,,,DC microgrid power flow optimization by multi-layer supervision control. Design and experimental validation,False,,,True,
250,312,2014,WOS:000343209300005,,False,"Studies of the aggregated hourly electricity load in geographical areas typically show a systematic variation over the day, the week, and seasons. With hourly metering of individual customers, data for individual consumption profiles have become available. Looking into these data we show that consumption profiles for specific categories of customers are equally systematic but quite distinct for different categories of customers. That is, different categories of customers contribute quite differently to the aggregated load profile. Coupling consumption profiles with hourly market prices which also include a systematic component in the hourly variation, we show that customers with different consumption profiles experience different average cost of their electricity consumption when billed according to hourly time-of-use prices. Thus, some categories of customers stand to gain from time-of-use pricing, while others stand to lose. In Denmark, typically industry, private services and households stand to lose, whereas agriculture and public services stand to gain from time-of-use pricing. However, differences within categories of customers are considerable and, for example, industrial companies running 24 h a day tend to gain from a time-of-use pricing. (C) 2014 John Wiley & Sons, Ltd.",,,False,,,808547,,2018-06-12 11:17:07.086777+00:00,0,False,,,Who gains from hourly time-of-use retail prices on electricity? An analysis of consumption profiles for categories of Danish electricity customers,False,,,True,
251,313,2015,WOS:000359371600005,,False,"Demand response (DR) refers to the consumers' activities for changing the load profile with the purpose of lowering cost, improving power quality or reliability of power system. Enhancement in participation of the DR is widely recognized as a profit-making pattern in distribution systems for both residential units (to increase their benefits) and distribution companies (DISCO) (to reduce their peak demand and costs). The target of this research is concentrated on proposing a new strategy for optimal scheduling of flexible loads for the next day. Then, the day ahead pricing (DAP) is modeled using the inclining block rates (IBR), assumed for retail electricity markets, to investigate the efficiency of the proposed strategy. At the same time, the appliances stochastic time of use (ASTOU) are taken into account in residential units for non-controllable part of the load during a day stochastically. Among five various copulas, the Gaussian copula (GC) function shows the best performance in modeling and estimation of non-controllable load consumption. Finally, simulations, performed with the GAMS, illustrate the effectiveness of the suggested approach which is formulated as a stochastic nonlinear programming (NLP) modeled by the GC. Notice that copulas use samples of real data gathered from residential units.",,,False,,,808549,,2018-06-13 15:53:57.748349+00:00,0,False,,,Stochastic Modeling for the Next Day Domestic Demand Response Applications,False,,,True,
252,314,2014,WOS:000334937300001,,False,"Feedback is a promising strategy for energy conservation, and many energy feedback products (i.e. technologies with hardware) and platforms (i.e. technologies without hardware) have emerged on the market in recent years. Past research suggests that the effectiveness of feedback varies based on distinct characteristics, and proposes categories to better understand and distinguish between these characteristics. A review of existing categories, however, identified the following issues: (1) current structures group feedback technologies into four (or fewer) categories, making device distinction and selection onerous; (2) current categories often ignore technical and psychological distinctions of interest to researchers; and (3) none provide a systematic description of the specific characteristics that vary by category. This paper presents a classification structure of feedback technology, derived theoretically from a review of relevant literature and empirically via content analysis of 196 devices. A taxonomy structure of feedback technology was derived based on the characteristics of hardware, communications, control, display, and data collection. The resulting taxonomy included the following nine categories: (1) information platform, (2) management platform, (3) appliance monitor, (4) load monitor, (5) grid display, (6) sensor display, (7) networked sensor, (8) closed management network, and (9) open management network. These categories are mutual exclusive and exhaustive of the identified technologies collected and are based on characteristics, which are both stable and important to feedback provision. It is hoped that this feedback classification will be of use to both researchers and practitioners trying to leverage the potential of these technologies for energy conservation.",,,False,,,808550,,2018-06-22 09:15:47.392926+00:00,0,False,,,Energy feedback technology: a review and taxonomy of products and platforms,False,,,True,
253,315,2015,WOS:000358885800006,,False,"The consensus problem of networked Euler-Lagrange systems is studied in this paper. Different from the continuous-time communication setting, a novel sampled-data communication strategy is proposed, which is more reliable and applicable in practice. In particular, the sampling period is described by a probabilistic model. Furthermore, the communication network burden is lower since only the coordinate information is required to be exchanged. By efficiently utilizing the communication network to transfer the sampled-data information, an advantage of our consensus protocol is that the communication energy consumption can be efficiently reduced. Based on the Lyapunov-Krasovskii method, sufficient conditions are derived to ensure that the consensus can be achieved. Finally, a two-link manipulator example is provided to demonstrate the effectiveness and advantage of our proposed method.",,,False,,,808551,,2018-06-12 11:17:14.366164+00:00,0,False,,,A Stochastic Sampling Consensus Protocol of Networked Euler-Lagrange Systems With Application to Two-Link Manipulator,False,,,True,
254,316,2016,WOS:000369204500026,,False,"In energy markets, regulators are often tempted to use price schedules to improve economic efficiency and promote a reasonable resource allocation. Time-of-use pricing is very popular with economists, and many researchers have been written estimating and exploring the optimal time-of-use pricing for electricity markets. Yet, such pricing has rarely been used in the natural gas sector. In this paper, we propose an optimal time-of-use pricing in urban gas market based on an evolutionary game-theoretic perspective. As the urban gas market is a nonlinear complex economic system with several interacting agents, we use a multi-agent system comprising a government agent, a local gas distribution operator agent, and different types of end-user agents. A power structure demand response program is employed to simulate the user demand response. A mixed-integer linear programming is formulated to determine the time-of-use price-signal delivering maximum gas operator profit and the optimal load pattern for end-users. In an illustrative example, we simulate and compare the time-of-use block prices and time of-use hourly prices with traditional fixed pricing using real-world data of Wuhan in China. The numerical results indicate that time-of-use pricing schedules have significant potential for peak-shaving and load-shifting for urban gas pipeline network systems and would thus lower operating costs. Furthermore, different gas users exhibit different demand responsiveness intensity. Finally, we evaluate the impact on total social welfare of regulation scenarios and find that welfare decreases with deregulation, implying that the urban gas market is immature and reasonable regulation is still necessary. (C) 2015 Elsevier Ltd. All rights reserved.",,,False,,,808553,,2018-06-21 20:27:11.196816+00:00,0,False,,,An optimal time-of-use pricing for urban gas: A study with a multi-agent evolutionary game-theoretic perspective,False,,,True,
